AGC,RAJ2000,DEJ2000,Dist,e_Dist,Vc,e_Vc,HIflux,e_HIflux,W85,e_W85,Af,e_Af,Ac,e_Ac,Cv,e_Cv,K,e_K,S/N,sigma,logMHI,e_logMHI,Notes,SDSS,SimbadName,LEDA
174507,117.30583,12.76417,63.4,2.1,4293,4,0.86,0.14,116,8,1.0,0.08,1.07,0.13,3.26,0.29,0.003,0.02,10.3,2.0,8.91,0.07,1,,AGC 174507,LEDA
174508,117.40333,16.03472,177.9,2.2,12207,9,1.29,0.23,242,31,1.03,0.17,1.06,0.57,2.71,0.65,-0.051,0.032,9.3,2.2,9.98,0.08,1,*,AGC 174508,LEDA
174509,117.51833,14.24056,68.6,2.3,4664,10,1.04,0.19,162,23,1.11,0.16,1.18,0.27,2.61,0.43,-0.025,0.037,8.2,2.5,9.06,0.08,1,,AGC 174509,LEDA
174512,117.63,11.97361,171.4,2.3,11756,10,1.57,0.24,306,23,1.21,0.11,1.44,0.21,2.44,0.35,-0.076,0.029,12.0,1.9,10.04,0.07,1,,AGC 174512,LEDA
174514,118.12875,11.82778,30.4,2.4,1987,4,0.87,0.13,55,5,1.11,0.18,1.3,0.19,4.38,0.38,0.066,0.017,12.5,1.9,8.28,0.1,1,,AGC 174514,LEDA
174515,118.30083,13.02583,131.4,2.3,8949,6,1.57,0.25,262,20,1.08,0.11,1.07,0.13,4.53,0.42,0.074,0.016,10.7,2.2,9.81,0.07,1,,AGC 174515,LEDA
174517,118.34375,13.21722,207.9,2.1,14320,9,1.43,0.25,131,19,1.05,0.14,1.0,0.21,3.93,0.63,0.059,0.033,8.1,3.8,10.16,0.08,1,*,AGC 174517,LEDA
174519,118.42375,14.47583,216.3,2.3,14968,7,1.88,0.29,267,17,1.0,0.09,1.19,0.15,4.71,0.36,0.067,0.017,15.4,2.0,10.32,0.07,1,*,AGC 174519,LEDA
174520,118.89958,12.99472,193.2,2.2,13317,6,1.52,0.24,285,19,1.14,0.09,1.23,0.15,2.56,0.3,-0.061,0.02,11.5,2.1,10.13,0.07,1,*,AGC 174520,LEDA
174521,119.05,14.99833,195.5,2.2,13449,7,1.73,0.27,286,32,1.0,0.08,1.0,0.11,2.48,0.24,-0.06,0.032,11.4,2.3,10.19,0.07,1,,AGC 174521,LEDA
174522,119.22583,14.64111,206.5,2.1,14230,3,3.65,0.58,41,3,1.3,0.1,1.31,0.13,5.1,0.38,0.097,0.016,36.2,2.5,10.56,0.07,1,*,AGC 174522,LEDA
174523,119.35792,14.55444,208.3,2.3,14351,9,1.85,0.33,268,34,1.0,0.12,1.3,0.29,3.64,0.55,0.003,0.033,9.8,3.0,10.28,0.08,1,*,AGC 174523,LEDA
174524,119.65542,15.06889,68.5,2.4,4667,14,0.74,0.13,128,22,1.25,0.21,1.25,0.31,2.97,0.57,-0.016,0.037,7.2,1.9,8.92,0.08,1,,AGC 174524,LEDA
174525,119.69917,12.86472,153.9,2.3,10559,10,1.21,0.23,233,30,1.03,0.14,1.05,0.24,2.92,0.47,-0.038,0.036,9.7,2.2,9.83,0.08,1,,AGC 174525,LEDA
174526,119.72292,14.98306,152.4,2.3,10432,9,1.16,0.2,243,32,1.06,0.14,1.17,0.27,3.82,0.56,0.032,0.033,9.8,2.0,9.8,0.08,1,*,AGC 174526,LEDA
174527,119.77167,12.41972,66.4,2.3,4494,10,1.48,0.27,159,29,1.36,0.2,1.18,0.29,2.9,0.58,-0.037,0.038,9.6,3.0,9.19,0.09,1,,AGC 174527,LEDA
174528,119.84208,14.16056,69.1,2.3,4693,4,1.17,0.18,87,8,1.13,0.09,1.14,0.14,3.96,0.42,0.037,0.019,13.5,2.2,9.12,0.07,1,,AGC 174528,LEDA
174557,118.14333,14.81972,217.6,2.3,14996,11,1.19,0.21,236,35,1.63,0.21,2.4,0.54,3.49,0.55,0.005,0.047,9.6,2.1,10.12,0.08,"2,c",,AGC 174557,LEDA
174565,119.24875,12.13222,194.4,2.4,13395,8,0.88,0.16,130,17,1.22,0.25,1.0,0.39,3.07,0.66,-0.005,0.033,7.9,2.3,9.9,0.08,1,,AGC 174565,LEDA
174577,110.34583,7.92139,72.2,2.3,4924,3,3.26,0.52,185,11,1.09,0.08,1.05,0.11,2.95,0.22,-0.037,0.016,28.5,2.2,9.6,0.07,1,,AGC 174577,LEDA
174579,111.50917,8.56417,45.8,2.2,3039,5,1.5,0.23,113,12,1.04,0.16,1.03,0.17,3.48,0.3,0.008,0.021,12.6,2.7,8.87,0.08,1,,AGC 174579,LEDA
174580,112.71167,9.08361,202.4,2.2,13952,13,1.78,0.28,290,26,1.42,0.3,2.05,0.34,4.63,0.54,0.064,0.023,11.8,2.1,10.24,0.07,1,,AGC 174580,LEDA
174581,112.79292,8.51778,179.7,2.3,12397,10,1.13,0.2,202,25,1.21,0.33,1.0,0.39,3.0,0.53,0.008,0.032,8.6,2.4,9.94,0.08,1,,AGC 174581,LEDA
174582,112.81708,8.42778,251.4,2.4,17424,8,1.16,0.2,168,23,1.0,0.13,1.22,0.28,2.97,0.61,0.013,0.039,8.0,2.8,10.24,0.08,1,,AGC 174582,LEDA
174583,113.2825,7.99056,244.0,2.2,16877,5,1.82,0.28,235,17,1.0,0.09,1.4,0.21,3.43,0.28,0.014,0.017,15.9,1.8,10.41,0.07,1,,AGC 174583,LEDA
174584,113.93208,11.265,177.6,2.2,12227,9,1.21,0.19,200,17,1.15,0.13,1.32,0.19,3.5,0.31,-0.035,0.025,10.0,2.1,9.95,0.07,1,,AGC 174584,LEDA
174585,114.04292,9.98639,7.9,0.8,354,3,0.56,0.09,18,3,1.4,0.18,1.46,0.21,5.11,0.65,0.088,0.026,11.1,1.8,6.92,0.11,1,,AGC 174585,LEDA
174586,114.53917,9.99417,74.8,2.1,5115,4,1.18,0.19,100,7,1.05,0.08,1.11,0.14,3.31,0.26,0.027,0.017,12.9,2.4,9.19,0.07,1,,AGC 174586,LEDA
174587,114.78917,10.64028,181.2,2.3,12468,9,2.36,0.37,321,27,1.14,0.09,1.36,0.16,3.21,0.26,-0.01,0.019,15.0,2.3,10.26,0.07,1,,AGC 174587,LEDA
174588,114.80375,9.0175,73.7,2.3,5028,8,0.85,0.15,86,18,1.0,0.75,1.17,0.78,4.22,0.63,0.062,0.032,8.1,2.3,9.03,0.08,1,,AGC 174588,LEDA
174589,115.14917,9.11528,133.6,2.3,9121,9,0.92,0.17,152,22,1.16,0.19,1.0,0.23,4.61,0.7,0.075,0.032,9.2,1.8,9.59,0.08,1,,AGC 174589,LEDA
174590,115.23708,8.77667,140.4,2.3,9599,8,2.04,0.32,280,20,1.12,0.09,1.15,0.14,3.78,0.32,0.005,0.017,13.0,2.5,9.98,0.07,1,,AGC 174590,LEDA
174591,115.25,7.85583,182.9,2.3,12602,9,1.01,0.18,159,22,1.19,0.17,1.16,0.3,2.25,0.4,-0.045,0.035,8.8,2.2,9.9,0.08,1,,AGC 174591,LEDA
174592,115.61333,8.90722,133.1,2.4,9103,6,0.45,0.08,$\leq$11,3,1.01,0.18,1.04,0.25,4.9,0.7,0.08,0.031,10.0,1.7,9.27,0.08,1,,AGC 174592,LEDA
174593,115.6325,10.32139,71.0,2.3,4843,7,0.63,0.11,69,10,1.18,0.17,1.43,0.33,4.09,0.7,0.032,0.033,7.9,2.3,8.88,0.08,1,,AGC 174593,LEDA
174594,115.67458,9.32222,136.8,2.2,9363,7,0.72,0.13,63,10,1.24,0.19,1.07,0.26,3.13,0.56,0.009,0.035,7.9,2.4,9.5,0.08,1,,AGC 174594,LEDA
174595,116.05875,8.23417,73.5,2.2,5009,5,1.67,0.26,192,15,1.08,0.08,1.3,0.17,3.14,0.37,-0.018,0.029,13.4,2.4,9.33,0.07,1,,AGC 174595,LEDA
174596,116.43042,9.09222,142.3,2.4,9742,6,2.01,0.32,261,19,1.12,0.09,1.0,0.11,3.2,0.29,-0.025,0.017,16.4,2.0,9.98,0.07,1,,AGC 174596,LEDA
174598,116.71292,8.4275,71.3,2.3,4852,7,0.63,0.11,90,14,1.09,0.27,1.06,0.27,3.71,0.7,0.027,0.036,7.0,2.2,8.88,0.08,1,,AGC 174598,LEDA
174599,116.70625,10.605,131.3,2.4,8975,3,0.62,0.1,29,3,1.0,0.1,1.05,0.13,3.26,0.29,-0.009,0.018,10.5,2.1,9.4,0.07,1,,AGC 174599,LEDA
174600,116.78208,10.47639,134.5,2.2,9194,5,2.09,0.32,256,19,1.1,0.08,1.0,0.11,2.75,0.26,-0.035,0.02,12.4,2.8,9.95,0.07,1,,AGC 174600,LEDA
174601,116.84708,8.83306,72.7,2.1,4946,4,2.21,0.35,149,9,1.02,0.07,1.08,0.12,2.71,0.2,-0.06,0.016,18.5,2.5,9.44,0.07,1,,AGC 174601,LEDA
174602,117.07208,10.80361,86.4,2.3,5832,5,2.05,0.32,176,11,1.2,0.09,1.21,0.16,2.93,0.21,-0.049,0.019,18.1,2.2,9.56,0.07,1,,AGC 174602,LEDA
174603,117.12292,8.59778,137.9,2.4,9417,5,1.74,0.27,108,8,1.11,0.11,1.17,0.14,3.91,0.29,0.045,0.016,16.1,2.3,9.89,0.07,1,,AGC 174603,LEDA
174604,117.51042,11.42361,142.5,2.3,9766,4,1.44,0.23,119,11,1.23,0.1,1.52,0.18,2.61,0.34,-0.044,0.023,15.8,2.0,9.84,0.07,1,,AGC 174604,LEDA
174605,117.59042,7.79444,10.9,1.1,342,4,0.85,0.13,69,8,2.09,0.33,4.0,0.95,5.75,0.59,0.153,0.027,11.6,2.1,7.38,0.11,1,,AGC 174605,LEDA
174606,117.59208,11.805,69.0,2.3,4702,4,1.61,0.25,124,9,1.27,0.1,1.66,0.21,3.81,0.42,0.032,0.026,20.3,1.8,9.26,0.07,1,,AGC 174606,LEDA
174607,117.67708,11.09222,168.8,2.1,11609,11,1.81,0.28,304,21,1.15,0.1,1.66,0.25,2.5,0.23,-0.063,0.023,12.6,2.2,10.08,0.07,1,,AGC 174607,LEDA
174608,117.86958,10.30444,134.7,2.3,9203,4,1.04,0.16,99,9,1.2,0.11,1.13,0.19,5.28,0.47,0.087,0.019,11.8,2.2,9.65,0.07,1,,AGC 174608,LEDA
174609,117.88333,8.37861,143.1,2.3,9803,7,1.64,0.26,277,22,1.14,0.09,1.33,0.16,3.76,0.29,-0.025,0.021,14.8,1.8,9.9,0.07,1,,AGC 174609,LEDA
174610,117.9375,9.03639,143.8,2.3,9837,7,0.7,0.13,88,12,1.21,0.17,1.13,0.29,4.13,0.63,0.024,0.032,7.7,2.4,9.54,0.08,1,,AGC 174610,LEDA
174611,118.05125,10.3175,135.9,2.3,9277,4,0.82,0.14,105,7,1.01,0.11,1.45,0.24,3.52,0.27,0.026,0.018,10.3,2.0,9.55,0.07,1,,AGC 174611,LEDA
174612,118.07083,9.70111,135.3,2.2,9241,4,2.48,0.39,219,15,1.12,0.08,1.1,0.12,2.63,0.25,-0.066,0.019,15.9,2.9,10.03,0.07,1,,AGC 174612,LEDA
174613,118.17542,9.32611,140.0,2.4,9568,7,0.47,0.09,66,10,1.11,0.3,1.0,0.28,4.46,0.7,0.042,0.04,5.8,2.4,9.34,0.08,1,,AGC 174613,LEDA
174614,118.20042,9.10278,136.7,2.2,9332,7,1.75,0.27,245,17,1.0,0.11,1.14,0.16,2.64,0.33,-0.03,0.018,11.0,2.7,9.89,0.07,1,,AGC 174614,LEDA
174615,118.28833,8.38639,140.8,2.2,9627,16,1.43,0.23,390,39,1.02,0.16,1.07,0.18,4.01,0.36,0.034,0.021,11.7,1.6,9.83,0.07,1,,AGC 174615,LEDA
174616,118.45333,10.1475,29.9,2.3,1946,7,1.37,0.24,90,12,1.0,0.15,1.01,0.25,5.39,0.7,0.118,0.033,9.5,3.8,8.46,0.1,1,,AGC 174616,LEDA
174617,118.49,8.88028,141.7,2.3,9691,8,2.56,0.4,300,19,1.0,0.08,1.14,0.12,2.92,0.24,-0.04,0.017,16.2,2.4,10.08,0.07,1,,AGC 174617,LEDA
174618,118.9275,9.63139,62.5,2.3,4205,7,0.75,0.14,63,10,1.09,0.25,1.0,0.39,4.3,0.7,0.06,0.032,8.6,2.4,8.84,0.08,1,,AGC 174618,LEDA
174619,119.18625,11.22417,132.4,2.3,9050,7,0.56,0.1,65,10,1.15,0.17,1.1,0.3,4.45,0.68,0.059,0.037,6.9,2.4,9.36,0.08,1,*,AGC 174619,LEDA
174620,119.21417,8.00833,246.2,2.2,17028,6,1.76,0.27,249,21,1.15,0.09,1.19,0.14,3.18,0.26,-0.016,0.022,11.8,2.3,10.4,0.07,1,,AGC 174620,LEDA
174621,119.84542,9.61833,39.7,2.3,2597,6,1.33,0.21,137,12,1.04,0.09,1.0,0.11,4.13,0.34,0.046,0.019,12.5,2.3,8.69,0.08,1,,AGC 174621,LEDA
174622,119.59083,10.34972,207.2,2.3,14279,5,1.98,0.31,212,17,1.22,0.11,1.01,0.16,4.34,0.39,0.052,0.018,14.3,2.5,10.3,0.07,1,,AGC 174622,LEDA
174623,119.845,8.27889,249.6,2.4,17232,7,1.04,0.18,87,13,1.12,0.56,1.1,0.77,4.86,0.7,0.076,0.034,8.6,2.8,10.19,0.08,1,,AGC 174623,LEDA
174624,119.68958,11.64917,191.7,2.3,13187,8,1.49,0.26,163,20,1.02,0.13,1.0,0.21,3.11,0.45,-0.01,0.034,9.2,3.2,10.11,0.08,1,,AGC 174624,LEDA
174653,113.335,26.37389,34.1,2.2,2318,3,4.1,0.65,111,7,1.07,0.08,1.16,0.12,3.23,0.23,-0.009,0.015,39.3,2.4,9.05,0.09,1,,AGC 174653,LEDA
174655,111.87542,3.94167,42.9,2.2,2824,4,2.09,0.33,159,10,1.13,0.09,1.37,0.18,2.69,0.2,-0.066,0.016,21.0,2.1,8.96,0.08,1,,AGC 174655,LEDA
174658,112.92917,6.0675,199.2,2.3,13733,6,3.57,0.56,438,27,1.22,0.09,1.49,0.16,3.95,0.3,0.024,0.016,24.3,2.0,10.52,0.07,1,,AGC 174658,LEDA
174659,112.99708,5.96611,125.1,2.3,8544,4,1.34,0.21,180,13,1.12,0.1,1.32,0.19,4.11,0.31,0.074,0.018,12.5,2.0,9.69,0.07,"1,r",,AGC 174659,LEDA
174660,114.18542,5.72278,179.9,2.1,12379,4,1.04,0.16,102,10,1.0,0.15,1.23,0.28,5.95,0.53,0.13,0.021,11.8,2.1,9.9,0.07,1,,AGC 174660,LEDA
174661,114.59125,5.63194,28.0,2.3,1819,10,0.48,0.09,42,18,1.73,0.73,1.0,0.86,4.28,0.7,0.073,0.04,4.7,2.6,7.95,0.11,1,,AGC 174661,LEDA
174662,114.59625,4.9775,178.3,2.4,12270,6,2.01,0.31,169,16,1.28,0.1,1.13,0.13,3.77,0.32,0.033,0.023,12.4,2.9,10.18,0.07,"1,r",,AGC 174662,LEDA
174663,114.63667,4.30556,180.8,2.2,12438,8,1.0,0.18,152,20,1.13,0.18,1.0,0.23,3.12,0.52,-0.026,0.032,9.0,2.2,9.89,0.08,1,,AGC 174663,LEDA
174664,114.69042,4.87639,168.8,2.3,11606,5,3.01,0.47,299,18,1.0,0.07,1.02,0.12,2.55,0.2,-0.094,0.018,21.4,2.2,10.31,0.07,1,,AGC 174664,LEDA
174665,115.215,5.42944,184.2,2.1,12699,6,2.14,0.33,278,21,1.25,0.11,1.72,0.22,3.13,0.28,-0.016,0.025,15.1,2.3,10.23,0.07,1,,AGC 174665,LEDA
174666,115.32708,3.98639,175.6,2.3,12064,4,2.61,0.41,183,13,1.02,0.08,1.03,0.11,2.79,0.27,-0.031,0.02,18.6,2.6,10.28,0.07,1,,AGC 174666,LEDA
174667,115.3975,4.61861,124.9,2.2,8539,8,0.78,0.14,111,14,1.36,0.24,1.0,0.32,3.13,0.54,-0.003,0.032,7.9,2.1,9.46,0.08,1,,AGC 174667,LEDA
174669,116.15458,5.06167,74.7,2.2,5083,7,1.01,0.16,111,12,1.0,0.08,1.03,0.14,3.1,0.25,-0.027,0.021,10.1,2.4,9.12,0.07,1,,AGC 174669,LEDA
174670,116.17917,4.80417,131.1,2.3,8954,4,1.05,0.17,98,10,1.11,0.17,1.0,0.16,3.51,0.34,0.007,0.022,10.8,2.3,9.63,0.07,1,,AGC 174670,LEDA
174671,116.69,5.94167,83.0,2.1,5684,7,1.24,0.19,131,10,1.02,0.09,1.08,0.15,2.54,0.28,-0.055,0.025,11.0,2.4,9.31,0.07,1,,AGC 174671,LEDA
174672,116.75917,5.78944,45.3,2.3,2979,3,4.24,0.67,134,8,1.05,0.08,1.09,0.11,2.82,0.2,-0.033,0.015,34.7,2.5,9.31,0.08,1,,AGC 174672,LEDA
174673,116.755,5.90778,171.0,2.3,11747,6,3.11,0.49,374,27,1.12,0.08,1.02,0.11,3.06,0.24,-0.021,0.017,18.3,2.4,10.33,0.07,1,,AGC 174673,LEDA
174674,117.17083,4.71722,252.8,2.3,17465,7,0.7,0.12,41,10,1.2,0.24,1.01,0.33,4.35,0.7,0.062,0.038,5.5,3.5,10.02,0.08,1,,AGC 174674,LEDA
174675,117.3125,5.15639,247.3,2.3,17089,15,1.39,0.26,242,41,1.28,0.24,2.21,0.76,5.03,0.7,0.045,0.041,7.9,2.3,10.3,0.08,1,,AGC 174675,LEDA
174676,117.34542,4.63194,248.6,2.4,17172,7,1.29,0.23,209,27,1.25,0.17,1.0,0.22,2.35,0.5,-0.086,0.031,9.8,2.2,10.27,0.08,1,,AGC 174676,LEDA
174677,117.70958,4.28667,79.1,2.3,5401,9,0.92,0.17,105,18,1.0,0.24,1.15,0.27,2.8,0.7,-0.05,0.053,7.8,2.7,9.13,0.08,1,,AGC 174677,LEDA
174678,117.98333,5.47694,72.7,2.2,4931,7,0.77,0.14,67,10,1.01,0.66,1.1,0.97,4.87,0.7,0.097,0.033,9.5,2.1,8.98,0.08,1,,AGC 174678,LEDA
174679,118.12333,5.44889,131.9,2.3,9001,7,1.01,0.18,148,20,1.0,0.14,1.0,0.21,4.9,0.7,0.092,0.03,9.4,2.1,9.62,0.08,1,,AGC 174679,LEDA
174680,118.26583,5.76389,60.6,2.3,4057,4,1.55,0.24,133,8,1.08,0.12,1.06,0.15,5.35,0.4,0.093,0.016,17.5,2.0,9.13,0.08,1,,AGC 174680,LEDA
174681,118.79583,5.66778,133.8,2.3,9113,11,0.86,0.15,138,18,1.37,0.24,1.08,0.28,3.75,0.62,0.038,0.034,8.4,2.0,9.56,0.08,1,,AGC 174681,LEDA
174682,119.97375,5.37139,60.1,2.3,4016,5,1.0,0.15,169,14,1.0,0.09,1.03,0.13,2.91,0.36,-0.006,0.021,12.3,1.7,8.93,0.07,1,,AGC 174682,LEDA
174683,119.985,4.48722,60.5,2.3,4027,6,1.33,0.21,163,10,1.22,0.11,1.72,0.3,2.46,0.21,-0.084,0.022,13.1,2.1,9.06,0.08,1,,AGC 174683,LEDA
174684,112.58042,6.11,124.4,2.3,8511,4,1.44,0.22,157,10,1.0,0.09,1.08,0.13,4.87,0.41,0.051,0.016,14.6,2.1,9.72,0.07,"1,r",,AGC 174684,LEDA
174694,112.55542,7.17889,144.1,2.3,9903,8,0.91,0.16,159,22,1.15,0.16,1.61,0.38,4.06,0.7,0.059,0.039,8.7,2.1,9.65,0.08,1,,AGC 174694,LEDA
174695,112.71792,7.40472,144.1,2.3,9877,5,1.35,0.21,175,13,1.35,0.11,1.9,0.22,2.95,0.29,-0.032,0.028,16.3,1.7,9.82,0.07,1,,AGC 174695,LEDA
174697,113.88625,6.44611,142.3,2.2,9766,7,0.62,0.11,93,12,1.11,0.17,1.2,0.27,4.62,0.7,0.075,0.031,8.3,1.8,9.47,0.08,1,,AGC 174697,LEDA
174698,114.1275,6.35389,200.1,2.3,13759,8,1.32,0.21,285,20,1.0,0.08,1.02,0.12,3.05,0.24,-0.011,0.019,10.4,1.8,10.1,0.07,1,,AGC 174698,LEDA
174699,114.66833,7.40861,199.6,2.3,13808,8,1.14,0.2,231,30,1.0,0.13,1.09,0.26,2.35,0.36,-0.078,0.037,8.4,2.4,10.03,0.08,1,,AGC 174699,LEDA
174700,114.79958,6.5075,194.5,2.2,13392,5,1.76,0.28,180,12,1.08,0.09,1.31,0.16,2.56,0.2,-0.084,0.02,15.8,2.2,10.2,0.07,1,,AGC 174700,LEDA
174701,115.58958,6.75833,134.0,2.3,9171,4,1.02,0.16,58,5,1.03,0.08,1.06,0.12,3.91,0.43,0.047,0.018,14.2,2.1,9.64,0.07,1,,AGC 174701,LEDA
174702,115.71208,6.96694,189.5,2.2,13023,9,1.04,0.18,156,22,1.25,0.19,1.34,0.31,3.03,0.5,0.004,0.036,8.6,2.2,9.94,0.08,1,,AGC 174702,LEDA
174703,115.9125,7.24361,145.6,2.3,9998,15,1.07,0.19,181,35,1.15,0.23,1.05,0.4,3.55,0.58,0.063,0.037,7.4,2.5,9.73,0.08,1,,AGC 174703,LEDA
174704,116.34333,6.5,119.0,2.2,8110,3,0.97,0.15,34,3,1.0,0.26,1.04,0.2,4.19,0.33,0.065,0.016,13.8,2.2,9.51,0.07,1,,AGC 174704,LEDA
174705,116.60875,7.75472,73.5,2.3,4998,8,0.84,0.15,113,15,1.0,0.21,1.27,0.33,3.29,0.53,-0.006,0.035,9.0,2.2,9.03,0.08,1,,AGC 174705,LEDA
174706,116.63583,6.86444,145.9,2.3,10001,6,2.59,0.41,201,13,1.05,0.09,1.02,0.11,4.06,0.34,0.055,0.016,19.8,2.4,10.11,0.07,1,,AGC 174706,LEDA
174707,116.70333,6.7225,146.0,2.3,10007,7,0.47,0.08,56,10,1.2,0.27,1.11,0.35,4.76,0.7,0.062,0.035,7.3,1.8,9.37,0.08,1,,AGC 174707,LEDA
174708,116.75083,7.02139,83.3,2.3,5698,4,1.76,0.27,168,11,1.09,0.09,1.06,0.13,4.6,0.36,0.071,0.019,16.9,2.0,9.46,0.07,1,,AGC 174708,LEDA
174709,116.77875,7.38639,61.2,2.2,4112,7,1.27,0.22,163,19,1.0,0.12,1.02,0.23,2.96,0.46,-0.038,0.031,9.8,2.7,9.05,0.08,1,,AGC 174709,LEDA
174710,117.29625,6.22056,133.1,2.1,9081,4,1.43,0.22,107,7,1.02,0.09,1.1,0.15,4.33,0.34,0.061,0.016,16.7,2.0,9.78,0.07,1,,AGC 174710,LEDA
174711,117.34542,6.69194,146.2,2.1,10014,7,1.89,0.29,218,26,1.0,0.09,1.0,0.12,3.49,0.3,0.001,0.029,12.4,2.6,9.98,0.07,1,,AGC 174711,LEDA
174712,117.36875,7.4375,72.4,2.2,4924,5,1.75,0.27,200,13,1.05,0.08,1.3,0.14,2.86,0.21,-0.037,0.016,15.9,2.1,9.34,0.07,1,,AGC 174712,LEDA
174713,117.52375,6.80694,147.4,2.3,10103,5,1.73,0.27,242,16,1.3,0.1,1.79,0.21,2.78,0.26,-0.046,0.028,17.3,1.7,9.95,0.07,1,,AGC 174713,LEDA
174714,118.0475,7.17194,167.8,2.4,11526,4,2.01,0.32,146,12,1.23,0.1,1.5,0.2,4.21,0.4,0.084,0.019,20.0,2.1,10.13,0.07,1,,AGC 174714,LEDA
174715,118.25958,7.27611,167.4,2.3,11474,8,1.35,0.24,142,19,1.37,0.22,1.05,0.27,2.85,0.5,-0.02,0.031,10.0,2.5,9.95,0.08,1,,AGC 174715,LEDA
174716,118.87083,6.98778,252.1,2.3,17462,18,1.58,0.29,267,46,1.0,0.21,1.2,0.42,3.8,0.64,0.073,0.035,6.0,3.9,10.37,0.08,1,,AGC 174716,LEDA
174717,119.17875,7.38833,142.3,2.3,9723,7,1.04,0.18,193,25,1.24,0.16,1.04,0.23,3.47,0.59,0.018,0.031,9.9,2.1,9.7,0.08,1,,AGC 174717,LEDA
174718,119.18833,7.47944,142.9,2.4,9783,8,0.81,0.15,129,18,1.15,0.16,1.0,0.22,3.77,0.66,0.008,0.033,7.0,2.4,9.59,0.08,1,,AGC 174718,LEDA
174719,119.75333,7.29389,69.0,2.3,4679,5,1.11,0.17,169,14,1.4,0.11,2.41,0.3,3.33,0.45,-0.026,0.024,11.5,2.0,9.09,0.07,1,,AGC 174719,LEDA
174720,119.775,6.73389,39.7,2.2,2589,4,1.1,0.17,83,6,1.0,0.09,1.09,0.13,3.23,0.26,-0.018,0.018,13.2,2.3,8.61,0.08,1,,AGC 174720,LEDA
174721,119.83667,7.73361,62.7,2.1,4209,5,1.11,0.17,136,16,1.01,0.09,1.37,0.18,3.4,0.34,0.024,0.038,11.8,2.1,9.01,0.07,1,,AGC 174721,LEDA
174730,116.87083,30.12778,69.5,2.2,4815,3,2.37,0.37,100,6,1.24,0.1,1.53,0.17,3.86,0.29,0.032,0.017,27.8,2.1,9.43,0.07,1,,AGC 174730,LEDA
174735,113.97833,2.19278,95.6,2.3,6480,3,3.77,0.59,158,11,1.08,0.08,1.0,0.11,2.76,0.21,-0.045,0.019,25.6,2.8,9.91,0.07,1,,AGC 174735,LEDA
174736,115.71125,3.53944,83.3,2.5,5713,3,3.66,0.58,181,11,1.13,0.08,1.32,0.15,2.52,0.18,-0.077,0.015,37.5,1.9,9.78,0.07,1,,AGC 174736,LEDA
174752,117.175,1.62944,66.1,2.2,4442,4,3.11,0.49,164,10,1.03,0.07,1.05,0.11,3.05,0.22,-0.038,0.015,27.2,2.3,9.51,0.07,1,,AGC 174752,LEDA
174772,115.09167,2.17972,149.8,2.3,10294,12,2.39,0.37,311,22,1.18,0.16,2.14,0.37,4.02,0.45,0.034,0.022,10.0,3.4,10.1,0.07,1,,AGC 174772,LEDA
174773,116.75375,0.78611,152.3,2.3,10442,8,2.98,0.46,260,26,1.13,0.09,1.02,0.12,3.65,0.32,0.005,0.021,13.5,3.5,10.21,0.07,1,,AGC 174773,LEDA
174774,116.91083,1.72528,56.9,2.2,3777,4,1.62,0.26,113,9,1.05,0.08,1.35,0.16,2.44,0.28,-0.051,0.018,15.0,2.5,9.09,0.08,1,,AGC 174774,LEDA
174775,117.03208,2.03,51.1,2.3,3378,4,1.01,0.16,125,8,1.06,0.16,1.99,0.35,5.69,0.43,0.118,0.031,11.2,2.3,8.79,0.08,1,,AGC 174775,LEDA
174776,117.20042,1.77722,150.8,2.3,10331,6,0.67,0.12,39,7,1.06,0.16,1.0,0.24,4.98,0.7,0.098,0.032,7.3,2.8,9.55,0.08,1,,AGC 174776,LEDA
174777,118.10375,1.64889,52.3,2.2,3451,5,2.09,0.33,118,9,1.12,0.15,1.25,0.18,4.54,0.35,0.089,0.017,19.0,2.2,9.13,0.08,1,,AGC 174777,LEDA
174782,113.81708,2.73583,193.7,2.3,13342,7,1.1,0.2,118,15,1.0,0.13,1.09,0.27,2.38,0.36,-0.086,0.032,10.0,2.4,9.99,0.08,1,,AGC 174782,LEDA
174783,114.18792,2.67,75.0,2.2,5115,5,2.15,0.34,194,12,1.0,0.08,1.26,0.17,2.34,0.2,-0.079,0.019,12.5,3.2,9.45,0.07,1,,AGC 174783,LEDA
174784,114.47792,2.90056,131.2,2.3,8965,4,3.1,0.49,304,20,1.06,0.08,1.0,0.1,3.07,0.25,-0.02,0.018,19.2,2.6,10.1,0.07,"1,r",,AGC 174784,LEDA
174785,114.49333,2.345,75.2,2.2,5110,4,2.16,0.34,99,6,1.03,0.08,1.03,0.11,2.93,0.21,-0.018,0.016,20.7,2.6,9.46,0.07,1,,AGC 174785,LEDA
174786,114.58708,3.14944,152.9,2.2,10456,7,5.6,0.87,433,29,1.26,0.11,1.68,0.22,4.41,0.41,0.045,0.023,16.8,4.4,10.49,0.07,1,,AGC 174786,LEDA
174787,115.71375,1.98,130.3,2.3,8904,7,1.09,0.19,86,11,1.35,0.18,1.57,0.35,2.92,0.53,-0.027,0.038,8.4,3.4,9.64,0.08,1,,AGC 174787,LEDA
